code,tpqi_code,tpqi_tier1_code,tpqi_tier2_code,tpqi_tier3_code,tpqi_level_code,tpqi_level_name,create_date,update_date,is_use
1792,3845,HDS,BUE,1950,13,ระดับ 3,2022-09-14 15:39:44.062652,2022-09-14 15:39:44.062652,1
1793,3846,HDS,BUE,1950,14,ระดับ 4,2022-09-14 15:39:44.062652,2022-09-14 15:39:44.062652,1
1794,3847,HDS,SPA,1593,15,ระดับ 5,2022-09-14 15:39:44.062652,2022-09-14 15:39:44.062652,1
1795,3848,RAI,MAI,1951,03,ชั้น 3,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1796,3849,RAI,MAI,1951,04,ชั้น 4,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1797,3936,CRA,HPX,1956,01,ชั้น 1,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1798,3937,CRA,HPX,1956,02,ชั้น 2,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1799,3938,CRA,HPX,1956,03,ชั้น 3,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1800,3939,CRA,HPX,1956,05,ชั้น 5,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1801,3940,CRA,HPX,1956,06,ชั้น 6,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1802,3941,CRA,HPX,1956,07,ชั้น 7,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1803,3942,CRA,HPX,1957,01,ชั้น 1,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1804,3943,CRA,HPX,1957,04,ชั้น 4,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1805,3944,CRA,HPX,1957,05,ชั้น 5,2022-09-14 15:39:44.063653,2022-09-14 15:39:44.063653,1
1806,3945,CRA,HPX,1957,06,ชั้น 6,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1807,3946,CRA,HPX,1957,07,ชั้น 7,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1808,3947,CRA,HPX,1958,01,ชั้น 1,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1809,3948,CRA,HPX,1958,04,ชั้น 4,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1810,3949,CRA,HPX,1958,05,ชั้น 5,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1811,3950,CRA,HPX,1958,06,ชั้น 6,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1812,3951,CRA,HPX,1958,07,ชั้น 7,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1813,3952,CRA,HPX,1960,01,ชั้น 1,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1814,3953,CRA,HPX,1960,03,ชั้น 3,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1815,3954,CRA,HPX,1960,05,ชั้น 5,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1816,3955,CRA,HPX,1960,06,ชั้น 6,2022-09-14 15:39:44.064652,2022-09-14 15:39:44.064652,1
1817,3956,CRA,HPX,1960,07,ชั้น 7,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1818,3957,CRA,HPX,1961,01,ชั้น 1,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1819,3958,CRA,HPX,1961,04,ชั้น 4,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1820,3959,CRA,HPX,1961,05,ชั้น 5,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1821,3960,CRA,HPX,1961,06,ชั้น 6,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1822,3961,CRA,HPX,1961,07,ชั้น 7,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1823,3962,CRA,HPX,1962,01,ชั้น 1,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1824,3963,CRA,HPX,1962,03,ชั้น 3,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1825,3964,CRA,HPX,1962,05,ชั้น 5,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1826,3965,CRA,HPX,1962,06,ชั้น 6,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1827,3966,CRA,HPX,1962,07,ชั้น 7,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1828,3967,CRA,HPX,1963,01,ชั้น 1,2022-09-14 15:39:44.065651,2022-09-14 15:39:44.065651,1
1829,3968,CRA,HPX,1963,04,ชั้น 4,2022-09-14 15:39:44.066651,2022-09-14 15:39:44.066733,1
1830,3969,CRA,HPX,1963,05,ชั้น 5,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1831,3970,CRA,HPX,1963,06,ชั้น 6,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1832,3971,CRA,HPX,1963,07,ชั้น 7,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1833,3972,CRA,HPX,1964,01,ชั้น 1,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1834,3973,CRA,HPX,1964,04,ชั้น 4,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1835,3974,CRA,HPX,1964,05,ชั้น 5,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1836,3975,CRA,HPX,1964,06,ชั้น 6,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1837,3976,CRA,HPX,1964,07,ชั้น 7,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1838,3977,CRA,POT,1965,01,ชั้น 1,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1839,3978,CRA,POT,1965,02,ชั้น 2,2022-09-14 15:39:44.066733,2022-09-14 15:39:44.066733,1
1840,3979,CRA,POT,1965,03,ชั้น 3,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1841,3980,CRA,POT,1965,04,ชั้น 4,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1842,3981,CRA,POT,1965,06,ชั้น 6,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1843,3982,CRA,POT,1965,07,ชั้น 7,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1844,3983,CRA,POT,1966,01,ชั้น 1,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1845,3984,CRA,POT,1966,02,ชั้น 2,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1846,3985,CRA,POT,1966,03,ชั้น 3,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1847,3986,CRA,POT,1966,04,ชั้น 4,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1848,3987,CRA,POT,1966,05,ชั้น 5,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1849,3988,CRA,POT,1966,06,ชั้น 6,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1850,3989,CRA,POT,1966,07,ชั้น 7,2022-09-14 15:39:44.067652,2022-09-14 15:39:44.067652,1
1851,3990,CRA,WIC,1967,01,ชั้น 1,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1852,3991,CRA,WIC,1967,02,ชั้น 2,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1853,3992,CRA,WIC,1967,03,ชั้น 3,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1854,3993,CRA,WIC,1967,06,ชั้น 6,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1855,3994,CRA,WIC,1967,07,ชั้น 7,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1856,3995,CRA,WIC,1968,01,ชั้น 1,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1857,3996,CRA,WIC,1968,04,ชั้น 4,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1858,3997,CRA,WIC,1968,05,ชั้น 5,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1859,3998,CRA,WIC,1968,06,ชั้น 6,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1860,3999,CRA,WIC,1968,07,ชั้น 7,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1861,4000,CRA,NIE,1969,01,ชั้น 1,2022-09-14 15:39:44.068652,2022-09-14 15:39:44.068652,1
1862,4001,CRA,NIE,1969,02,ชั้น 2,2022-09-14 15:39:44.069654,2022-09-14 15:39:44.069654,1
1863,4002,CRA,NIE,1969,03,ชั้น 3,2022-09-14 15:39:44.069654,2022-09-14 15:39:44.069654,1
1864,4003,CRA,NIE,1969,04,ชั้น 4,2022-09-14 15:39:44.069654,2022-09-14 15:39:44.069654,1
1865,4004,CRA,NIE,1969,05,ชั้น 5,2022-09-14 15:39:44.069654,2022-09-14 15:39:44.069654,1
1866,4005,CRA,NIE,1969,06,ชั้น 6,2022-09-14 15:39:44.069654,2022-09-14 15:39:44.069654,1
1867,4006,CRA,NIE,1969,07,ชั้น 7,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1868,4007,CRA,NIE,1970,01,ชั้น 1,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1869,4008,CRA,NIE,1970,02,ชั้น 2,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1870,4009,CRA,NIE,1970,03,ชั้น 3,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1871,4010,CRA,NIE,1970,04,ชั้น 4,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1872,4011,CRA,NIE,1970,05,ชั้น 5,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1873,4012,CRA,NIE,1970,06,ชั้น 6,2022-09-14 15:39:44.070034,2022-09-14 15:39:44.070034,1
1874,4013,CRA,NIE,1970,07,ชั้น 7,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1875,4014,CRA,HPX,1959,01,ชั้น 1,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1876,4015,CRA,HPX,1959,03,ชั้น 3,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1877,4016,CRA,HPX,1959,05,ชั้น 5,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1878,4017,CRA,HPX,1959,06,ชั้น 6,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1879,4018,CRA,HPX,1959,07,ชั้น 7,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1880,4026,FPC,AQP,42,12,ระดับ 2,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1881,4027,FPC,AQP,42,13,ระดับ 3,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1882,4028,FPC,AQP,40,14,ระดับ 4,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1883,4029,FPC,AQP,37,15,ระดับ 5,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1884,4030,FPC,AQP,41,13,ระดับ 3,2022-09-14 15:39:44.070652,2022-09-14 15:39:44.070652,1
1885,4031,FPC,AQP,38,15,ระดับ 5,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1886,4032,FPC,AQP,39,15,ระดับ 5,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1887,4033,FPC,AQP,39,16,ระดับ 6,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1888,4034,FPC,FID,45,12,ระดับ 2,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1889,4035,FPC,FID,45,13,ระดับ 3,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1890,4036,FPC,FID,45,14,ระดับ 4,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1891,4037,FPC,FID,45,15,ระดับ 5,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1892,4038,FPC,AGP,32,12,ระดับ 2,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1893,4039,FPC,AGP,32,13,ระดับ 3,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1894,4040,FPC,AGP,32,15,ระดับ 5,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1895,4041,FPC,AGP,34,12,ระดับ 2,2022-09-14 15:39:44.071651,2022-09-14 15:39:44.071651,1
1896,4042,FPC,AGP,34,13,ระดับ 3,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1897,4043,FPC,AGP,34,14,ระดับ 4,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1898,4044,FPC,AGP,33,13,ระดับ 3,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1899,4045,FPC,AGP,33,15,ระดับ 5,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1900,4046,FPC,AGP,33,16,ระดับ 6,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1901,4047,FPC,AGP,36,14,ระดับ 4,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1902,4048,FPC,AGP,36,15,ระดับ 5,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1903,4049,FPC,AGP,36,16,ระดับ 6,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1904,4050,FPC,AGP,35,14,ระดับ 4,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1905,4051,FPC,AGP,35,15,ระดับ 5,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1906,4052,FPC,AGP,35,16,ระดับ 6,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1907,4053,FPC,VFD,69,14,ระดับ 4,2022-09-14 15:39:44.072651,2022-09-14 15:39:44.072651,1
1908,4054,FPC,VFD,69,15,ระดับ 5,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1909,4055,FPC,VFD,71,13,ระดับ 3,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1910,4056,FPC,VFD,71,14,ระดับ 4,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1911,4057,FPC,VFD,71,15,ระดับ 5,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1912,4058,FPC,VFD,76,11,ระดับ 1,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1913,4059,FPC,VFD,76,12,ระดับ 2,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1914,4060,FPC,VFD,76,13,ระดับ 3,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1915,4061,FPC,VFD,75,11,ระดับ 1,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1916,4062,FPC,VFD,75,12,ระดับ 2,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1917,4063,FPC,VFD,75,13,ระดับ 3,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1918,4064,FPC,VFD,74,14,ระดับ 4,2022-09-14 15:39:44.073651,2022-09-14 15:39:44.073651,1
1919,4065,FPC,VFD,74,15,ระดับ 5,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1920,4066,FPC,VFD,896,12,ระดับ 2,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1921,4067,FPC,VFD,896,13,ระดับ 3,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1922,4068,FPC,VFD,65,12,ระดับ 2,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1923,4069,FPC,VFD,65,13,ระดับ 3,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1924,4070,FPC,VFD,1976,14,ระดับ 4,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1925,4071,FPC,VFD,1976,15,ระดับ 5,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1926,4072,FPC,VFD,68,14,ระดับ 4,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1927,4073,FPC,VFD,68,15,ระดับ 5,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1928,4074,FPC,VFD,67,14,ระดับ 4,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1929,4075,FPC,VFD,67,15,ระดับ 5,2022-09-14 15:39:44.074651,2022-09-14 15:39:44.074651,1
1930,4076,FPC,VFD,72,12,ระดับ 2,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1931,4077,FPC,VFD,72,13,ระดับ 3,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1932,4078,FPC,VFD,72,14,ระดับ 4,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1933,4079,FPC,VFD,72,15,ระดับ 5,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1934,4080,FPC,VFD,70,11,ระดับ 1,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1935,4081,FPC,VFD,70,12,ระดับ 2,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1936,4082,FPC,VFD,70,13,ระดับ 3,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1937,4083,FPC,VFD,70,14,ระดับ 4,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1938,4084,FPC,VFD,70,15,ระดับ 5,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1939,4085,FPC,SUG,59,13,ระดับ 3,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1940,4086,FPC,SUG,59,14,ระดับ 4,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1941,4087,FPC,SUG,59,15,ระดับ 5,2022-09-14 15:39:44.075651,2022-09-14 15:39:44.075651,1
1942,4088,FPC,SUG,58,13,ระดับ 3,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1943,4089,FPC,SUG,58,14,ระดับ 4,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1944,4090,FPC,SUG,58,15,ระดับ 5,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1945,4091,FPC,SUG,60,13,ระดับ 3,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1946,4092,FPC,SUG,60,14,ระดับ 4,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1947,4093,FPC,SUG,60,15,ระดับ 5,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1948,4094,FPC,SUG,62,13,ระดับ 3,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1949,4095,FPC,SUG,62,14,ระดับ 4,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1950,4096,FPC,SUG,62,15,ระดับ 5,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1951,4097,FPC,SUG,61,13,ระดับ 3,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1952,4098,FPC,SUG,61,14,ระดับ 4,2022-09-14 15:39:44.076651,2022-09-14 15:39:44.076651,1
1953,4099,FPC,SUG,61,15,ระดับ 5,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1954,4100,FPC,SUG,57,13,ระดับ 3,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1955,4101,FPC,SUG,57,14,ระดับ 4,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1956,4102,FPC,SUG,57,15,ระดับ 5,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1957,4103,FPC,SUG,63,13,ระดับ 3,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1958,4104,FPC,SUG,63,14,ระดับ 4,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1959,4105,FPC,SUG,63,15,ระดับ 5,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1960,4106,FPC,SUG,64,12,ระดับ 2,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1961,4107,FPC,SUG,64,13,ระดับ 3,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1962,4108,FPC,SUG,64,14,ระดับ 4,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1963,4109,WEL,SAM,1020,14,ระดับ 4,2022-09-14 15:39:44.077652,2022-09-14 15:39:44.077652,1
1964,4110,WEL,SAM,1017,15,ระดับ 5,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1965,4114,WEL,PTL,521,14,ระดับ 4,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1966,4115,WEL,PTL,522,15,ระดับ 5,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1967,4116,LOG,LOG,1986,12,ระดับ 2,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1968,4117,LOG,LOG,1986,13,ระดับ 3,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1969,4118,LOG,LOG,1986,14,ระดับ 4,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1970,4119,LOG,SHB,755,12,ระดับ 2,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1971,4120,LOG,SHB,755,13,ระดับ 3,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1972,4121,LOG,SHB,755,14,ระดับ 4,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1973,4122,LOG,SHB,755,15,ระดับ 5,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1974,4123,LOG,SHB,755,16,ระดับ 6,2022-09-14 15:39:44.078652,2022-09-14 15:39:44.078652,1
1975,4124,LOG,SHB,754,12,ระดับ 2,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1976,4125,LOG,SHB,754,13,ระดับ 3,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1977,4126,LOG,SHB,754,14,ระดับ 4,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1978,4127,LOG,SHB,754,15,ระดับ 5,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1979,4128,LOG,SHB,754,16,ระดับ 6,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1980,4129,LOG,SHB,1070,13,ระดับ 3,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1981,4130,LOG,SHB,1070,14,ระดับ 4,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1982,4131,LOG,SHB,1987,12,ระดับ 2,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1983,4132,LOG,SHB,753,11,ระดับ 1,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1984,4133,LOG,SHB,753,12,ระดับ 2,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1985,4134,LOG,SHB,753,13,ระดับ 3,2022-09-14 15:39:44.079652,2022-09-14 15:39:44.079652,1
1986,4135,LOG,SHB,753,14,ระดับ 4,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1987,4136,LOG,SHB,753,15,ระดับ 5,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1988,4137,LOG,SHB,753,16,ระดับ 6,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1989,4138,LOG,SHB,1988,17,ระดับ 7,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1990,4139,LOG,SHB,1988,18,ระดับ 8,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1991,4140,FPC,AQP,1971,12,ระดับ 2,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1992,4141,FPC,AQP,1971,13,ระดับ 3,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1993,4142,FPC,AQP,1972,15,ระดับ 5,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1994,4143,FPC,AQP,1973,13,ระดับ 3,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1995,4144,FPC,AQP,1974,15,ระดับ 5,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1996,4145,FPC,AQP,1975,15,ระดับ 5,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1997,4146,FPC,AQP,1975,16,ระดับ 6,2022-09-14 15:39:44.080652,2022-09-14 15:39:44.080652,1
1998,4147,MRT,MFT,800,12,ระดับ 2,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
1999,4148,MRT,MFT,800,13,ระดับ 3,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2000,4149,MRT,MFT,800,14,ระดับ 4,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2001,4150,MRT,MFT,802,12,ระดับ 2,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2002,4151,MRT,MFT,802,13,ระดับ 3,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2003,4152,MRT,MFT,802,14,ระดับ 4,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2004,4153,MRT,MFT,801,12,ระดับ 2,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2005,4154,MRT,MFT,801,13,ระดับ 3,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2006,4155,MRT,MFT,801,14,ระดับ 4,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2007,4156,MRT,MFT,803,12,ระดับ 2,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2008,4157,MRT,MFT,803,13,ระดับ 3,2022-09-14 15:39:44.081652,2022-09-14 15:39:44.081652,1
2009,4158,MRT,MFT,803,14,ระดับ 4,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2010,4159,MRT,MEE,798,13,ระดับ 3,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2011,4160,MRT,MEE,798,14,ระดับ 4,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2012,4161,MRT,MEE,798,15,ระดับ 5,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2013,4162,MRT,MEE,799,12,ระดับ 2,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2014,4163,MRT,MEE,799,13,ระดับ 3,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2015,4164,MRT,MEE,799,14,ระดับ 4,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2016,4165,MRT,MEE,797,11,ระดับ 1,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2017,4166,MRT,MEE,797,12,ระดับ 2,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2018,4167,MRT,MEE,797,13,ระดับ 3,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2019,4168,MRT,FIH,795,13,ระดับ 3,2022-09-14 15:39:44.082651,2022-09-14 15:39:44.082651,1
2020,4169,MRT,FIH,795,14,ระดับ 4,2022-09-14 15:39:44.083651,2022-09-14 15:39:44.083651,1
2021,4170,MRT,FIH,795,15,ระดับ 5,2022-09-14 15:39:44.083651,2022-09-14 15:39:44.083651,1
